lon,lat
143.438,34.5014
143.471,36.419
143.474,34.914
143.505,35.1823
143.56,35.8536
143.582,37.0283
143.587,36.0981
143.619,35.5516
143.621,35.8337
143.632,34.8394
143.661,37.2256
143.75,34.2661
143.76,36.5169
143.766,35.4298
143.807,34.5265
143.824,35.8013
143.856,34.6078
143.892,35.2995
143.893,36.6839
143.954,36.9923
143.978,35.3579
143.98,36.133
144.011,34.7711
144.031,36.6976
144.194,34.0704
144.242,36.4997
144.278,33.9315
144.297,34.6845
144.307,34.2405
144.309,35.1905
144.312,33.9666
144.368,35.1043
144.385,35.9947
144.425,36.0986
144.439,35.2952
144.469,35.8541
144.499,36.6356
144.504,34.7505
144.508,35.8998
144.508,36.2135
144.529,34.6048
144.533,34.8057
144.557,34.6541
144.59,35.4221
144.632,35.1694
144.651,34.6684
144.724,34.7117
144.739,33.8504
144.787,34.4913
144.801,34.0966
144.807,35.8485
144.813,36.7857
144.826,34.2499
144.837,34.4335
144.896,34.4892
144.899,36.7644
144.925,35.6454
144.942,35.6825
144.946,36.4153
144.973,36.6216
145.007,36.9778
145.012,36.0521
145.019,36.101
145.111,33.619
145.118,34.661
145.123,36.1956
145.124,36.8774
145.139,35.2043
145.14,34.8606
145.145,35.0566
145.148,35.0585
145.166,34.9157
145.181,33.9948
145.199,34.4761
145.218,33.7405
145.249,36.9833
145.271,35.2766
145.287,36.3474
145.333,35.3709
145.357,42.5644
145.37,35.3198
145.417,35.0113
145.451,35.0031
145.467,34.0353
145.521,35.3142
145.531,34.1016
145.627,35.1376
145.63,34.4363
145.65,34.7032
145.7,34.8465
145.702,42.814
145.774,34.907
145.808,33.4422
145.821,33.3249
145.892,36.4011
145.896,34.8285
145.961,35.8478
146.007,35.6528
146.008,35.584
146.02,34.7072
146.027,33.6229
146.101,35.8481
146.108,42.918
146.144,34.0059
146.206,34.5067
146.248,42.8263
146.259,34.0754
146.27,35.111
146.353,33.4858
146.411,35.5495
146.412,33.1856
146.57,34.652
146.583,33.1799
146.59,33.1966
146.592,39.1952
146.609,39.1292
146.658,35.1967
146.693,34.4694
146.704,35.9897
146.736,39.0799
146.752,39.3105
146.771,34.3194
146.793,39.1322
146.803,34.0642
146.818,35.0236
146.831,39.3807
146.837,35.0972
146.837,39.0997
146.85,39.1578
146.884,39.3501
146.928,35.7228
146.947,36.1534
146.987,39.3604
147.045,33.0599
147.052,39.6881
147.101,35.5178
147.128,34.5072
147.132,39.0927
147.134,34.8412
147.162,35.5374
147.198,34.8821
147.241,39.3287
147.275,35.0064
147.334,35.9841
147.356,39.4127
147.395,39.2595
147.397,39.3331
147.412,34.7193
147.413,34.3101
147.414,39.5257
147.426,39.5413
147.429,35.1412
147.445,34.2158
147.461,34.8979
147.495,35.9002
147.502,39.5984
147.505,35.5285
147.506,33.3619
147.508,34.7408
147.538,36.1744
147.545,33.4911
147.561,34.3881
147.566,36.4789
147.569,39.3012
147.588,34.8455
147.619,35.2698
147.63,39.7296
147.64,39.642
147.647,33.9052
147.701,35.2392
147.706,33.7845
147.709,39.6835
147.72,39.8892
147.731,35.249
147.732,36.1458
147.76,34.0732
147.779,34.8575
147.795,34.4083
147.81,35.7712
147.847,39.4274
147.88,36.0433
147.884,36.1555
147.922,33.9461
147.966,35.8116
147.993,35.884
147.996,33.8051
148.003,40.3255
148.006,35.72
148.038,34.4034
148.038,35.3776
148.054,40.3601
148.084,40.3721
148.088,40.268
148.09,35.6571
148.103,33.7901
148.109,40.0573
148.139,33.8651
148.183,39.8545
148.185,35.6607
148.191,34.3112
148.198,35.8752
148.202,39.8695
148.234,34.5727
148.236,40.051
148.254,34.4629
148.286,35.7813
148.286,35.8376
148.295,36.1074
148.303,34.9152
148.318,35.792
148.325,40.3801
148.344,36.574
148.368,36.5276
148.393,36.6696
148.412,34.4985
148.451,39.7824
148.466,36.4043
148.468,40.4502
148.471,34.7259
148.476,35.4011
148.522,35.1551
148.523,39.9931
148.531,35.1979
148.536,39.6029
148.627,35.5011
148.645,39.536
148.719,34.493
148.747,40.0383
148.758,36.4585
148.779,35.2859
148.804,39.7946
148.835,34.653
148.906,35.9258
148.934,34.6219
148.964,39.9621
149.01,40.0796
149.013,40.1621
149.022,35.2729
149.042,35.708
149.073,35.9287
149.093,36.1206
149.103,34.9007
149.104,40.133
149.104,40.9762
149.121,36.0508
149.122,40.1205
149.139,40.1618
149.157,36.6432
149.211,35.6054
149.232,40.5449
149.243,40.1242
149.264,40.7672
149.277,36.426
149.298,36.577
149.315,34.9194
149.315,35.1862
149.329,35.5817
149.343,40.8063
149.353,35.9372
149.36,36.2058
149.38,40.5345
149.404,35.052
149.414,36.6149
149.468,40.0943
149.501,34.9888
149.513,34.8704
149.521,35.9057
149.551,36.9324
149.6,36.2255
149.61,36.7389
149.76,35.9433
149.773,35.5101
149.775,35.4159
149.787,35.935
149.794,36.7921
149.808,36.0596
149.833,35.623
149.84,35.8348
149.908,40.8331
149.911,36.575
149.952,35.4452
149.955,35.6514
149.964,35.142
150.06,35.8925
150.068,36.0215
150.095,36.3237
150.185,40.558
150.201,34.984
150.219,34.5341
150.228,36.8191
150.268,36.7912
150.305,39.8318
150.354,36.5701
150.377,37.0188
150.389,35.1091
150.396,34.5709
150.407,34.9281
150.409,40.0548
150.42,36.2077
150.447,36.1024
150.481,35.7943
150.517,36.3384
150.522,35.3578
150.545,35.8483
150.589,36.6991
150.697,36.199
150.737,36.0514
150.74,35.6305
150.753,36.5502
150.754,35.636
150.764,35.8698
150.766,34.0439
150.78,37.2043
150.828,34.4343
150.831,34.8774
150.875,36.5714
150.882,35.6436
150.969,35.9449
151.034,36.2562
151.055,35.1166
151.095,35.0572
151.122,35.9225
151.13,35.7934
151.173,34.5949
151.216,36.7786
151.258,35.4992
151.279,33.5771
151.284,35.0234
151.322,35.9946
151.379,34.2497
151.415,34.812
151.513,33.7066
151.521,35.6337
151.528,41.7401
151.528,41.7685
151.55,35.4921
151.55,41.7224
151.599,35.2592
151.606,35.3577
151.613,41.8544
151.618,41.8009
151.652,35.255
151.654,34.3891
151.664,34.8494
151.664,35.7241
151.671,35.486
151.697,35.6205
151.713,34.7483
151.724,34.6218
151.779,34.239
151.802,33.9091
151.847,34.6196
151.848,41.9198
151.861,35.5307
151.882,41.5717
152.029,35.29
152.129,34.4857
152.129,41.7709
152.149,34.99
152.209,34.2576
152.222,42.1044
152.25,34.1522
152.25,41.7608
152.331,34.4362
152.356,41.8957
152.381,34.2587
152.412,35.4204
152.488,33.9842
152.511,42.4261
152.515,35.2401
152.545,35.3714
152.619,33.8808
152.619,42.2475
152.645,34.9405
152.664,34.8432
152.669,33.676
152.704,34.4416
152.712,33.7591
152.745,33.3704
152.754,34.2028
152.769,33.6194
152.843,42.2166
152.85,42.136
152.87,34.3997
153.104,34.3519
153.134,34.8724
153.251,33.6434
153.28,34.9987
153.324,35.1261
153.4,34.3297
153.42,35.0424
153.455,42.6851
153.463,33.9201
153.495,34.1741
153.529,35.1181
153.536,33.6438
153.597,42.674
153.601,42.8298
153.618,42.5027
153.645,35.4241
153.719,42.5774
153.725,33.5429
153.738,34.9266
153.759,42.3817
153.771,37.3359
153.817,42.8633
153.877,42.9316
153.888,34.2875
153.925,34.9014
153.984,35.0735
154.064,42.9854
154.103,42.9853
154.114,33.8991
154.119,43.1175
154.159,42.786
154.219,42.5926
154.222,43.0316
154.234,33.8128
154.237,42.5496
154.245,43.0026
154.253,34.1743
154.331,33.5023
154.331,43.1754
154.348,34.2857
154.354,42.9523
154.363,35.1438
154.377,34.6064
154.457,34.7955
154.469,33.9398
154.525,43.1331
154.527,34.3615
154.531,35.0745
154.574,42.7573
154.587,34.6067
154.604,33.2614
154.637,34.3237
154.649,43.1779
154.65,42.6839
154.689,43.1204
154.694,34.8754
154.702,33.987
154.741,34.4058
154.746,33.5156
154.77,33.3919
154.772,33.4473
154.807,34.7673
154.987,34.169
154.987,35.0666
154.998,43.1946
155,34.8885
155.062,34.3884
155.102,34.5959
155.108,33.0994
155.125,34.7234
155.137,33.6801
155.146,42.9706
155.155,34.5176
155.162,33.4826
155.232,33.7573
155.24,34.213
155.337,34.316
155.416,33.3819
155.449,33.2644
155.455,33.2343
155.604,34.5328
155.62,33.2405
155.63,34.332
155.713,33.5411
155.719,33.4212
155.722,34.5902
155.798,34.0936
155.861,34.115
155.895,34.4537
155.968,34.0518
155.993,34.3046
156.031,33.6842
156.059,34.1481
156.102,33.3632
156.135,33.9788
156.14,33.62
156.375,34.2936
156.378,34.3106
156.487,33.4636
156.564,33.1076
156.565,33.2393
156.593,33.817
156.682,34.4332
156.87,33.7073
157.129,34.3066
157.201,33.9365
157.238,34.4214
157.255,34.3997
157.263,39.6553
157.281,33.4591
157.289,39.7025
157.424,33.3739
157.449,33.6014
157.631,33.7889
157.671,34.359
157.77,34.4384
157.821,33.5425
157.897,33.0855
157.908,34.1414
157.909,34.1005
157.916,33.3413
157.917,33.1159
157.922,34.1
157.993,34.2522
158.015,33.5405
158.197,34.362
158.224,33.3711
158.323,34.015
158.372,33.4686
158.611,34.198
158.818,34.5889
158.865,34.313
158.912,34.0949
158.951,34.1073
159.072,34.9945
159.112,33.6772
159.131,33.0353
159.149,33.9719
159.175,34.041
159.177,34.2481
159.251,33.4265
159.437,33.0339
159.491,33.9804
159.492,34.2152
159.633,33.7259
159.707,33.5037
159.757,33.9818
159.761,33.5817
160.084,34.2799
160.236,34.2453
160.301,34.2422
160.451,34.626
160.452,34.3768
160.536,34.5891
160.7,34.6723
160.795,33.5625
160.835,33.8761
160.94,33.9621
162.329,33.144
162.523,33.2793
162.855,33.5402
163.581,34.6353
163.833,34.5773
164.059,34.4299
164.232,34.4871
164.521,34.6599
164.707,33.8512
164.713,34.1541
164.863,34.4089
164.879,34.3904
165.027,34.648
165.176,34.491
165.184,34.4286
165.335,34.247
165.54,34.2288
165.63,34.0133
165.808,33.9896
165.957,33.9432
166.007,33.8379
166.078,33.9741
166.153,34.3269
166.269,34.0125
166.327,34.2384
166.407,34.421
166.447,34.1059
166.607,34.2693
166.628,34.2964
166.723,34.1617
166.777,33.7957
166.893,33.8555
166.913,33.4286
167.231,33.7192
167.26,33.5229
